"Date","Home","Away","HomeWins","HPassCmp","APassCmp","HPassAtt","APassAtt","HPassPct","APassPct","HPassYds","APassYds","HPassTD","APassTD","HRushAtt","ARushAtt","HRushYds","ARushYds","HRushAvg","ARushAvg","HRushTD","ARushTD","HXPM","AXPM","HXPA","AXPA","HXPPercent","AXPPercent","HFGM","AFGM","HFGA","AFGA","HFGPercent","AFGPercent","HKickPts","AKickPts","HFum","AFum","HInt","AInt","HTotalTO","ATotalTO"
"11/11/2015","Western Michigan","Bowling Green State",0,24,23,40,41,60,56.1,282,269,0,3,45,41,205,236,4.6,5.8,3,3,3,5,3,6,100,83.3,2,0,2,0,100,NA,9,5,1,0,1,1,2,1
"11/10/2015","Central Michigan","Toledo",0,33,23,53,39,62.3,59,354,322,2,2,20,34,59,169,3,5,0,2,2,4,2,4,100,100,1,0,2,2,50,0,5,4,0,0,1,0,1,0
"11/10/2015","Ohio","Kent State",1,8,16,14,31,57.1,51.6,114,111,1,0,57,25,333,80,5.8,3.2,0,0,3,0,3,0,100,NA,2,0,4,0,50,NA,9,0,0,0,0,2,0,2
"11/7/2015","Air Force","Army",1,7,2,10,8,70,25,156,45,2,0,47,44,196,124,4.2,2.8,0,0,2,0,2,0,100,NA,2,1,2,1,100,100,8,3,0,0,0,0,0,0
"11/7/2015","Clemson","Florida State",1,28,16,43,29,65.1,55.2,297,164,1,0,42,30,215,197,5.1,6.6,1,1,2,1,2,1,100,100,3,2,3,2,100,100,11,7,0,1,0,1,0,2
"11/7/2015","Florida","Vanderbilt",1,13,3,26,14,50,21.4,165,30,0,0,34,48,93,145,2.7,3,1,1,0,1,1,1,0,100,1,0,1,0,100,NA,3,1,3,0,1,0,4,0
"11/7/2015","Georgia","Kentucky",1,10,9,19,23,52.6,39.1,90,101,1,0,52,24,300,79,5.8,3.3,2,0,3,0,3,0,100,NA,2,1,3,1,66.7,100,9,3,2,1,0,2,2,3
"11/7/2015","Georgia State","Louisiana",0,23,18,39,27,59,66.7,312,162,3,1,29,41,78,145,2.7,3.5,0,0,3,2,3,2,100,100,0,3,2,4,0,75,3,11,0,0,1,1,1,1
"11/21/2015","Oklahoma","Texas Christian",1,14,13,37,29,37.8,44.8,203,229,2,3,59,36,333,161,5.6,4.5,1,1,3,2,3,2,100,100,3,1,4,1,75,100,12,5,0,1,1,3,1,4
"11/21/2015","Oregon State","Washington",0,8,18,23,21,34.8,85.7,109,211,1,4,23,59,148,271,6.4,4.6,0,2,1,7,1,7,100,100,0,1,1,1,0,100,1,10,1,0,1,0,2,0
"11/21/2015","Penn State","Michigan",0,13,25,32,38,40.6,65.8,137,256,1,2,22,30,70,87,3.2,2.9,0,2,1,4,1,4,100,100,3,0,3,0,100,NA,10,4,1,1,0,1,1,2
"11/21/2015","Southern Mississippi","Old Dominion",1,21,23,37,45,56.8,51.1,302,224,2,3,48,23,310,114,6.5,5,6,0,8,4,8,4,100,100,0,1,1,1,0,100,8,7,1,1,1,1,2,2
"11/21/2015","Stanford","California",1,7,38,12,55,58.3,69.1,96,397,1,2,40,23,260,98,6.5,4.3,3,0,5,1,5,1,100,100,0,3,0,3,NA,100,5,10,0,0,0,0,0,0
"11/21/2015","Temple","Memphis",1,14,25,26,34,53.8,73.5,261,156,2,0,46,35,200,76,4.3,2.2,2,0,4,0,4,0,100,NA,1,4,1,5,100,80,7,12,1,0,1,0,2,0
"11/21/2015","Utah","UCLA",0,13,15,26,30,50,50,110,220,0,1,49,38,197,105,4,2.8,0,1,0,2,0,2,NA,100,3,1,3,2,100,50,9,5,2,0,0,0,2,0
"11/21/2015","Utah State","Nevada",1,14,8,29,18,48.3,44.4,109,55,0,0,42,46,204,209,4.9,4.5,2,3,4,3,4,4,100,75,1,0,3,0,33.3,NA,7,3,1,2,2,0,3,2
"11/21/2015","Vanderbilt","Texas A&M",0,5,18,16,36,31.3,50,23,336,0,1,44,38,125,150,2.8,3.9,0,0,0,1,0,1,NA,100,0,6,0,7,NA,85.7,0,19,0,0,1,0,1,0
"11/21/2015","Virginia","Duke",1,25,30,34,53,73.5,56.6,359,385,3,2,39,31,143,100,3.7,3.2,3,1,6,4,6,4,100,100,0,2,0,2,NA,100,6,10,1,2,1,1,2,3
"11/21/2015","Virginia Tech","North Carolina",0,20,13,35,26,57.1,50,273,205,2,1,47,47,130,240,2.8,5.1,1,3,3,3,3,3,100,100,2,1,3,1,66.7,100,9,6,1,3,2,0,3,3
"11/21/2015","Wisconsin","Northwestern",0,20,9,36,20,55.6,45,229,60,0,0,26,50,-26,149,-1,3,1,1,1,1,1,1,100,100,0,2,0,4,NA,50,1,7,3,0,2,0,5,0
"11/20/2015","Boise State","Air Force",0,23,9,48,16,47.9,56.3,237,279,1,2,32,54,141,328,4.4,6.1,2,2,3,4,3,4,100,100,3,3,4,3,75,100,12,13,0,1,0,3,0,4
"11/20/2015","South Florida","Cincinnati",1,13,28,20,51,65,54.9,200,333,5,1,53,35,361,97,6.8,2.8,3,2,8,3,9,3,88.9,100,1,2,1,2,100,100,11,9,1,2,2,4,3,6
"11/18/2015","Kent State","Central Michigan",0,9,20,26,34,34.6,58.8,98,337,1,1,32,44,180,105,5.6,2.4,1,2,2,3,2,3,100,100,0,2,1,3,0,66.7,2,9,2,0,0,0,2,0
"11/18/2015","Northern Illinois","Western Michigan",1,11,22,23,39,47.8,56.4,158,353,2,2,43,44,289,139,6.7,3.2,2,0,3,1,3,1,100,100,0,2,1,2,0,100,3,7,0,1,1,1,1,2
"11/17/2015","Bowling Green State","Toledo",0,28,16,46,24,60.9,66.7,274,208,3,1,30,50,94,198,3.1,4,1,4,4,5,4,5,100,100,0,3,0,4,NA,75,4,14,3,0,2,1,5,1
"11/17/2015","Ohio","Ball State",1,15,16,22,34,68.2,47.1,275,247,3,2,56,30,332,174,5.9,5.8,3,2,6,4,6,4,100,100,2,1,2,1,100,100,12,7,0,1,0,0,0,1
"11/14/2015","Air Force","Utah State",1,11,25,17,47,64.7,53.2,271,364,1,4,64,23,309,75,4.8,3.3,4,0,5,4,5,4,100,100,0,0,0,0,NA,NA,5,4,0,0,0,1,0,1
"11/14/2015","Arizona State","Washington",1,22,28,34,52,64.7,53.8,253,405,1,1,43,34,144,142,3.3,4.2,2,1,3,2,3,2,100,100,2,1,2,2,100,50,9,5,0,1,0,3,0,4
"11/14/2015","Army","Tulane",0,7,14,13,29,53.8,48.3,146,252,2,2,55,28,216,115,3.9,4.1,1,1,4,4,4,4,100,100,1,2,1,2,100,100,7,10,1,0,0,1,1,1
"11/14/2015","Auburn","Georgia",0,15,12,27,17,55.6,70.6,62,97,0,0,37,45,213,146,5.8,3.2,1,1,1,2,1,2,100,100,2,2,2,2,100,100,7,8,2,0,1,0,3,0
"11/14/2015","Boise State","New Mexico",0,40,9,74,13,54.1,69.2,503,218,2,0,40,39,135,195,3.4,5,1,4,3,4,3,4,100,100,1,1,2,1,50,100,6,7,1,1,3,1,4,2
"11/14/2015","California","Oregon State",1,26,15,37,36,70.3,41.7,453,194,6,2,46,34,307,204,6.7,6,1,1,6,1,7,1,85.7,100,2,1,2,1,100,100,12,4,0,0,1,0,1,0
"11/14/2015","Cincinnati","Tulsa",1,29,30,42,50,69,60,386,375,2,2,41,39,266,213,6.5,5.5,5,3,7,5,7,5,100,100,0,1,1,2,0,50,7,8,2,1,1,0,3,1
"11/14/2015","Florida Atlantic","Middle Tennessee State",0,13,18,27,32,48.1,56.3,222,301,2,2,34,45,75,178,2.2,4,0,1,2,3,2,3,100,100,1,1,1,1,100,100,5,6,0,1,1,1,1,2
"11/14/2015","Florida State","North Carolina State",1,23,28,37,49,62.2,57.1,283,218,2,1,38,31,196,79,5.2,2.5,2,1,4,2,4,2,100,100,2,1,2,1,100,100,10,5,2,1,3,0,5,1
"11/14/2015","Houston","Memphis",1,26,20,44,32,59.1,62.5,296,278,1,2,31,54,96,212,3.1,3.9,4,2,5,4,5,4,100,100,0,2,0,3,NA,66.7,5,10,0,1,0,1,0,2
"11/14/2015","Idaho","Appalachian State",0,20,10,32,17,62.5,58.8,243,110,2,4,28,56,56,401,2,7.2,0,2,2,6,2,6,100,100,2,1,2,1,100,100,8,9,0,0,0,0,0,0
"11/14/2015","Illinois","Ohio State",0,23,17,47,25,48.9,68,241,157,0,1,25,50,20,283,0.8,5.7,0,3,0,4,0,4,NA,100,1,0,2,1,50,0,3,4,2,1,0,1,2,2
"11/14/2015","Indiana","Michigan",0,20,33,34,46,58.8,71.7,220,440,1,6,55,28,307,141,5.6,5,2,0,3,6,3,6,100,100,4,2,4,3,100,66.7,15,12,0,0,0,1,0,1
"11/14/2015","Iowa","Minnesota",1,19,20,27,28,70.4,71.4,234,301,0,2,48,29,272,133,5.7,4.6,5,3,4,5,4,5,100,100,2,0,3,0,66.7,NA,10,5,0,0,0,0,0,0
"11/14/2015","Iowa State","Oklahoma State",0,11,26,22,38,50,68.4,162,343,1,2,38,48,249,154,6.6,3.2,3,3,4,5,4,5,100,100,1,0,1,1,100,0,7,5,0,1,1,0,1,1
"11/14/2015","Louisiana-Monroe","Arkansas State",0,10,15,31,32,32.3,46.9,100,300,1,5,44,50,152,148,3.5,3,2,2,3,8,3,8,100,100,0,1,0,2,NA,50,3,11,1,1,4,0,5,1
"11/14/2015","Louisville","Virginia",1,11,25,22,41,50,61,159,260,2,4,37,31,266,94,7.2,3,3,0,5,4,5,4,100,100,1,1,1,2,100,50,8,7,2,1,0,0,2,1
"11/14/2015","Marshall","Florida International",1,17,11,26,27,65.4,40.7,174,98,3,0,39,36,289,111,7.4,3.1,3,0,7,0,7,0,100,NA,1,0,1,0,100,NA,10,0,1,0,1,1,2,1
"11/27/2015","Akron","Kent State",1,11,13,19,24,57.9,54.2,140,125,1,0,51,20,229,10,4.5,0.5,1,0,2,0,2,0,100,NA,2,0,3,0,66.7,NA,8,0,1,3,0,0,1,3
"11/27/2015","Arkansas","Missouri",1,11,9,17,27,64.7,33.3,102,83,0,0,52,25,208,88,4,3.5,4,0,4,0,4,0,100,NA,0,1,0,1,NA,100,4,3,0,0,1,1,1,1
"11/27/2015","Buffalo","Massachusetts",0,19,9,40,22,47.5,40.9,287,163,1,0,43,49,160,295,3.7,6,2,4,2,4,2,4,100,100,2,1,2,1,100,100,8,7,0,1,2,2,2,3
"11/27/2015","Central Michigan","Eastern Michigan",1,26,19,40,36,65,52.8,408,217,2,2,35,32,175,113,5,3.5,3,1,5,4,5,4,100,100,0,0,2,0,0,NA,5,4,1,2,1,0,2,2
"11/27/2015","Georgia State","Troy",1,29,21,41,46,70.7,45.7,368,293,2,2,43,25,151,81,3.5,3.2,2,1,4,3,4,3,100,100,1,0,2,2,50,0,7,3,2,1,0,1,2,2
"11/27/2015","Nebraska","Iowa",0,25,9,45,16,55.6,56.3,296,97,0,1,38,28,137,153,3.6,5.5,2,2,2,4,2,4,100,100,2,0,2,0,100,NA,8,4,0,1,4,0,4,1
"11/27/2015","Oregon","Oregon State",1,28,13,38,25,73.7,52,366,199,3,0,51,38,308,228,6,6,4,5,7,6,7,6,100,100,1,0,2,0,50,NA,10,6,1,0,0,1,1,1
"11/27/2015","San Jose State","Boise State",0,28,25,41,34,68.3,73.5,336,197,3,2,33,35,138,300,4.2,8.6,0,3,2,4,2,5,100,80,1,2,2,2,50,100,5,10,0,0,2,0,2,0
"11/27/2015","Toledo","Western Michigan",0,16,13,33,21,48.5,61.9,280,268,2,2,39,40,201,148,5.2,3.7,2,2,3,3,3,3,100,100,1,2,1,2,100,100,6,9,1,1,0,0,1,1
"11/27/2015","Tulane","Tulsa",0,23,19,41,33,56.1,57.6,343,367,4,3,41,31,187,41,4.6,1.3,0,1,4,6,4,6,100,100,2,1,2,1,100,100,10,9,0,0,2,1,2,1
"11/27/2015","Washington","Washington State",1,14,36,20,58,70,62.1,203,288,0,1,55,12,240,31,4.4,2.6,3,0,6,1,6,1,100,100,1,1,3,2,33.3,50,9,4,0,5,1,2,1,7
"11/27/2015","Western Kentucky","Marshall",1,27,20,40,41,67.5,48.8,370,242,5,2,43,25,176,31,4.1,1.2,1,1,5,4,5,4,100,100,2,0,2,1,100,0,11,4,2,2,0,2,2,4
"11/24/2015","Ball State","Bowling Green State",0,24,26,40,35,60,74.3,154,239,1,2,38,37,110,337,2.9,9.1,0,5,1,6,1,7,100,85.7,1,0,1,0,100,NA,4,6,0,0,3,0,3,0
"11/24/2015","Northern Illinois","Ohio",0,20,14,34,29,58.8,48.3,255,168,2,2,38,50,73,230,1.9,4.6,1,0,3,2,3,2,100,100,0,4,0,5,NA,80,3,14,1,1,0,1,1,2
"11/21/2015","Akron","Buffalo",1,17,32,30,51,56.7,62.7,258,262,4,1,45,28,217,130,4.8,4.6,2,2,6,3,6,3,100,100,0,0,0,0,NA,NA,6,3,0,1,0,2,0,3
"11/21/2015","Arkansas","Mississippi State",0,30,38,43,51,69.8,74.5,406,508,7,5,29,35,73,123,2.5,3.5,0,2,6,6,6,7,100,85.7,0,1,1,1,0,100,6,9,0,2,0,1,0,3
"11/21/2015","Army","Rutgers",0,4,13,6,21,66.7,61.9,140,105,1,0,52,39,261,254,5,6.5,2,4,3,4,3,4,100,100,0,1,1,1,0,100,3,7,1,0,1,0,2,0
"11/21/2015","Auburn","Idaho",1,13,29,19,48,68.4,60.4,163,356,2,1,51,37,297,123,5.8,3.3,5,3,8,4,8,4,100,100,0,2,0,2,NA,100,8,10,0,1,0,2,0,3
"11/21/2015","Brigham Young","Fresno State",1,26,18,39,48,66.7,37.5,362,190,2,0,34,30,158,85,4.6,2.8,4,1,5,1,6,1,83.3,100,1,1,1,2,100,50,8,4,2,0,0,3,2,3
"11/21/2015","Clemson","Wake Forest",1,28,16,40,28,70,57.1,381,113,3,1,42,32,171,39,4.1,1.2,1,1,3,1,4,2,75,50,2,0,2,0,100,NA,9,1,1,1,3,1,4,2
"11/21/2015","Connecticut","Houston",1,14,17,24,31,58.3,54.8,159,208,2,1,43,33,156,110,3.6,3.3,0,0,2,2,2,2,100,100,2,1,2,1,100,100,8,5,0,2,0,2,0,4
"11/21/2015","Florida","Florida Atlantic",1,8,20,17,39,47.1,51.3,122,159,2,1,43,45,143,140,3.3,3.1,1,0,2,2,3,2,66.7,100,0,0,2,1,0,0,2,2,1,2,1,1,2,3
"11/21/2015","Georgia State","South Alabama",1,27,14,44,34,61.4,41.2,311,125,1,0,34,34,73,159,2.1,4.7,2,1,3,1,3,1,100,100,1,1,1,1,100,100,6,4,0,0,0,1,0,1
"11/21/2015","Iowa","Purdue",1,12,26,20,46,60,56.5,213,268,3,1,39,38,174,137,4.5,3.6,3,1,4,2,6,2,66.7,100,0,2,0,2,NA,100,4,8,1,1,0,0,1,1
"11/21/2015","Kentucky","Charlotte",1,16,11,29,25,55.2,44,129,87,0,1,44,48,415,146,9.4,3,6,0,7,1,7,1,100,100,3,1,3,1,100,100,16,4,1,1,0,2,1,3
"11/21/2015","Louisiana","New Mexico State",0,25,16,38,42,65.8,38.1,285,261,2,4,36,46,190,237,5.3,5.2,2,0,4,4,4,4,100,100,2,3,3,3,66.7,100,10,13,0,0,1,0,1,0
"11/21/2015","Maryland","Indiana",0,21,23,41,35,51.2,65.7,170,385,1,4,46,45,314,170,6.8,3.8,3,1,4,5,4,5,100,100,0,4,0,4,NA,100,4,17,0,1,0,0,0,1
"11/21/2015","Miami (FL)","Georgia Tech",1,16,4,26,9,61.5,44.4,300,59,1,0,28,57,86,314,3.1,5.5,3,3,5,3,5,3,100,100,1,0,1,0,100,NA,8,3,0,2,0,2,0,4
"11/21/2015","Middle Tennessee State","North Texas",1,30,17,41,28,73.2,60.7,329,133,3,0,39,39,165,191,4.2,4.9,2,1,5,1,5,1,100,100,2,0,3,1,66.7,0,11,1,1,2,1,1,2,3
"11/21/2015","Minnesota","Illinois",1,15,34,26,48,57.7,70.8,88,279,1,2,32,35,255,154,8,4.4,3,0,3,2,3,2,100,100,1,3,1,3,100,100,6,11,1,2,0,1,1,3
"11/21/2015","Missouri","Tennessee",0,13,16,30,25,43.3,64,135,89,0,0,29,51,88,248,3,4.9,1,1,0,1,0,1,NA,100,0,4,0,5,NA,80,0,13,1,0,1,0,2,0
"11/21/2015","New Mexico","Colorado State",0,4,16,10,23,40,69.6,58,264,0,1,50,45,268,221,5.4,4.9,3,2,3,2,3,2,100,100,0,2,1,4,0,50,3,8,0,0,3,0,3,0
"11/21/2015","North Carolina State","Syracuse",1,21,10,34,21,61.8,47.6,235,152,2,2,47,32,276,140,5.9,4.4,3,1,6,2,6,2,100,100,0,1,1,1,0,100,6,5,1,1,1,1,2,2
"11/21/2015","Ohio State","Michigan State",0,9,8,16,16,56.3,50,46,91,1,1,29,51,86,203,3,4,1,1,2,2,2,2,100,100,0,1,0,2,NA,50,2,5,0,2,0,0,0,2
"12/5/2015","San Diego State","Air Force",1,9,5,14,11,64.3,45.5,203,35,1,0,46,46,233,305,5.1,6.6,2,3,3,3,3,3,100,100,2,1,2,1,100,100,9,6,1,0,0,0,1,0
"12/5/2015","South Alabama","Appalachian State",0,15,15,27,22,55.6,68.2,151,163,0,2,56,36,214,301,3.8,8.4,3,2,3,4,3,4,100,100,2,2,2,2,100,100,9,10,0,3,3,1,3,4
"12/5/2015","Western Kentucky","Southern Mississippi",1,34,15,52,30,65.4,50,410,181,3,1,36,32,111,159,3.1,5,3,2,6,4,6,4,100,100,1,0,1,0,100,NA,9,4,0,1,1,3,1,4
"11/28/2015","Appalachian State","Louisiana",1,14,21,21,30,66.7,70,172,204,1,0,46,36,230,42,5,1.2,3,1,4,1,4,1,100,100,0,0,0,1,NA,0,4,1,2,0,0,0,2,0
"11/28/2015","Auburn","Alabama",0,10,17,23,26,43.5,65.4,169,179,1,1,37,50,91,286,2.5,5.7,0,1,1,2,1,2,100,100,2,5,3,5,66.7,100,7,17,1,0,0,0,1,0
"11/28/2015","California","Arizona State",1,30,27,51,43,58.8,62.8,542,395,5,4,22,52,138,191,6.3,3.7,1,0,4,4,4,4,100,100,2,6,2,6,100,100,10,22,1,0,0,0,1,0
"11/28/2015","East Carolina","Cincinnati",0,34,30,51,47,66.7,63.8,317,270,2,1,18,43,68,157,3.8,3.7,0,1,1,1,2,2,50,50,1,2,1,3,100,66.7,4,7,0,0,0,1,0,1
"11/28/2015","Florida","Florida State",0,19,14,39,28,48.7,50,134,160,0,1,40,30,128,144,3.2,4.8,0,2,0,3,0,3,NA,100,0,2,2,2,0,100,0,9,0,0,0,0,0,0
"11/28/2015","Fresno State","Colorado State",0,19,11,33,21,57.6,52.4,182,85,0,1,45,40,216,261,4.8,6.5,4,1,4,4,4,5,100,80,1,0,1,1,100,0,7,4,0,0,0,1,0,1
"11/28/2015","Georgia Southern","South Alabama",1,4,7,7,19,57.1,36.8,53,62,1,0,56,36,489,74,8.7,2.1,6,1,7,2,7,2,100,100,2,1,2,1,100,100,13,5,2,0,0,2,2,2
"11/28/2015","Georgia Tech","Georgia",0,6,18,18,25,33.3,72,82,224,1,0,41,34,194,178,4.7,5.2,0,1,1,1,1,1,100,100,0,2,1,3,0,66.7,1,7,1,0,2,0,3,0
"11/28/2015","Kentucky","Louisville",0,9,10,26,26,34.6,38.5,199,175,0,1,37,40,92,314,2.5,7.9,2,4,3,5,3,5,100,100,1,1,2,1,50,100,6,8,1,0,1,3,2,3
"11/28/2015","Louisiana Tech","Southern Mississippi",0,32,24,51,37,62.7,64.9,407,386,3,3,23,36,-2,169,-0.1,4.7,0,4,3,7,3,8,100,87.5,1,1,1,1,100,100,6,10,3,0,4,1,7,1
"11/28/2015","Michigan","Ohio State",0,25,9,47,15,53.2,60,307,113,1,1,25,54,57,369,2.3,6.8,0,5,1,6,1,6,100,100,2,0,2,0,100,NA,7,6,0,0,1,0,1,0
"11/28/2015","Michigan State","Penn State",1,19,27,27,47,70.4,57.4,248,296,3,2,38,25,188,122,4.9,4.9,3,0,7,1,8,1,87.5,100,0,1,0,1,NA,100,7,4,1,2,0,2,1,4
"11/28/2015","Minnesota","Wisconsin",0,16,9,37,17,43.2,52.9,223,79,1,0,18,62,53,257,2.9,4.1,1,4,3,4,3,4,100,100,0,1,0,2,NA,50,3,7,2,0,3,1,5,1
"11/28/2015","New Mexico","Air Force",1,4,6,9,16,44.4,37.5,135,167,0,3,56,38,377,222,6.7,5.8,6,2,5,5,5,5,100,100,2,0,3,0,66.7,NA,11,5,0,0,1,3,1,3
"11/28/2015","New Mexico State","Arkansas State",0,26,23,41,43,63.4,53.5,315,367,4,2,25,46,119,238,4.8,5.2,0,3,4,7,4,7,100,100,0,1,0,1,NA,100,4,10,1,0,3,1,4,1
"11/28/2015","North Carolina State","North Carolina",0,17,20,37,31,45.9,64.5,206,179,2,2,52,41,308,374,5.9,9.1,2,4,2,6,2,6,100,100,2,1,2,2,100,50,8,9,0,2,1,1,1,3
"11/28/2015","Oklahoma State","Oklahoma",0,25,17,45,25,55.6,68,325,180,2,2,29,42,132,344,4.6,8.2,0,5,2,7,2,8,100,87.5,3,1,3,2,100,50,11,10,0,0,2,0,2,0
"11/28/2015","Old Dominion","Florida Atlantic",0,24,17,42,35,57.1,48.6,287,188,3,0,24,54,38,248,1.6,4.6,1,3,4,3,4,3,100,100,1,4,1,5,100,80,7,15,1,0,0,2,1,2
"11/28/2015","Purdue","Indiana",0,37,18,58,29,63.8,62.1,336,350,2,4,36,56,150,309,4.2,5.5,3,3,4,6,4,7,100,85.7,0,2,0,3,NA,66.7,4,12,2,1,2,0,4,1
"11/28/2015","Rice","Charlotte",1,15,14,26,26,57.7,53.8,126,158,1,1,61,32,307,127,5,4,2,0,3,1,3,1,100,100,2,0,3,3,66.7,0,9,1,0,0,1,0,1,0
"11/28/2015","Rutgers","Maryland",0,21,19,33,38,63.6,50,344,255,4,0,47,42,186,401,4,9.5,1,6,5,4,5,4,100,100,2,2,2,3,100,66.7,11,10,0,0,1,1,1,1
"11/28/2015","San Diego State","Nevada",1,9,12,12,23,75,52.2,88,228,0,0,53,31,320,35,6,1.1,4,1,4,2,4,2,100,100,1,0,2,0,50,NA,7,2,0,1,0,2,0,3
"11/28/2015","South Carolina","Clemson",0,14,20,30,27,46.7,74.1,221,279,3,1,38,47,181,236,4.8,5,1,4,3,4,3,5,100,80,1,1,2,1,50,100,6,7,0,3,1,0,1,3
"11/28/2015","Stanford","Notre Dame",1,17,13,21,25,81,52,269,234,4,1,43,35,153,299,3.6,8.5,1,2,5,3,5,3,100,100,1,3,1,3,100,100,8,12,0,1,0,0,0,1
"11/28/2015","Syracuse","Boston College",1,12,1,27,13,44.4,7.7,88,9,1,0,45,40,155,230,3.4,5.8,1,2,2,2,2,2,100,100,2,1,2,1,100,100,8,5,1,0,0,2,1,2
"11/28/2015","Temple","Connecticut",1,19,13,29,21,65.5,61.9,160,129,1,0,39,26,161,9,4.1,0.3,2,0,3,0,3,0,100,NA,2,1,2,1,100,100,9,3,0,1,0,1,0,2
"11/28/2015","Tennessee","Vanderbilt",1,15,15,25,34,60,44.1,192,209,2,3,52,36,331,202,6.4,5.6,3,1,6,4,6,4,100,100,3,0,3,0,100,NA,15,4,0,0,0,1,0,1
"11/28/2015","Utah State","Brigham Young",0,20,16,45,30,44.4,53.3,243,284,1,4,43,31,202,74,4.7,2.4,3,2,4,6,4,7,100,85.7,0,1,3,1,0,100,4,9,2,0,0,0,2,0
"11/28/2015","Virginia","Virginia Tech",0,18,15,38,29,47.4,51.7,171,237,1,2,40,30,262,67,6.6,2.2,1,0,2,2,2,2,100,100,2,3,3,3,66.7,100,8,11,0,0,2,1,2,1
"11/28/2015","Wake Forest","Duke",0,23,27,35,41,65.7,65.9,338,280,2,2,23,48,112,151,4.9,3.1,1,1,3,3,3,3,100,100,0,2,1,3,0,66.7,3,9,1,0,2,0,3,0
"12/5/2015","Arkansas State","Texas State",1,12,19,16,32,75,59.4,192,227,2,0,46,43,353,174,7.7,4,5,2,7,2,8,2,87.5,100,0,1,1,2,0,50,7,5,1,1,0,2,1,3
"12/5/2015","Baylor","Texas",0,13,12,28,21,46.4,57.1,84,151,0,1,66,42,395,156,6,3.7,2,1,2,2,2,2,100,100,1,3,3,4,33.3,75,5,11,2,0,2,0,4,0
"12/5/2015","Georgia Southern","Georgia State",0,6,20,19,32,31.6,62.5,68,346,0,3,44,37,135,143,3.1,3.9,1,2,1,4,1,4,100,100,0,0,1,0,0,NA,1,4,0,0,2,1,2,1
"12/5/2015","Houston","Temple",1,12,26,22,44,54.5,59.1,106,287,0,1,40,27,233,98,5.8,3.6,3,0,3,1,3,1,100,100,1,2,1,2,100,100,6,7,0,1,0,1,0,2
"12/5/2015","Kansas State","West Virginia",1,10,19,31,42,32.3,45.2,206,281,1,1,49,42,98,166,2,4,1,1,3,2,3,2,100,100,1,3,1,4,100,75,6,11,0,1,2,0,2,1
"12/5/2015","Louisiana","Troy",0,22,22,39,28,56.4,78.6,207,320,1,4,39,33,103,128,2.6,3.9,1,0,2,5,2,5,100,100,1,2,1,2,100,100,5,11,3,0,1,0,4,0
"9/2/2016","Georgia State","Ball State",0,25,15,40,29,62.5,51.7,195,130,1,0,25,52,77,325,3.1,6.3,1,4,3,4,3,4,100,100,0,1,0,2,NA,50,3,7,1,0,1,2,2,2
"9/2/2016","Stanford","Kansas State",1,15,19,19,41,78.9,46.3,167,243,1,1,30,32,105,92,3.5,2.9,2,0,3,1,3,1,100,100,1,2,1,3,100,66.7,6,7,1,0,0,2,1,2
"9/2/2016","Temple","Army",0,12,2,26,5,46.2,40,168,15,0,0,28,67,83,329,3,4.9,1,4,1,4,1,4,100,100,2,0,2,2,100,0,7,4,0,0,3,0,3,0
"9/1/2016","Florida International","Indiana",0,24,18,47,28,51.1,64.3,268,240,0,1,21,52,63,246,3,4.7,1,1,1,3,1,3,100,100,2,1,2,2,100,50,7,6,0,1,3,0,3,1
"9/1/2016","Louisville","Charlotte",1,26,18,35,32,74.3,56.3,391,160,8,1,35,31,272,48,7.8,1.5,2,0,10,2,10,2,100,100,0,0,0,0,NA,NA,10,2,2,1,1,0,3,1
"9/1/2016","Minnesota","Oregon State",1,13,25,27,40,48.1,62.5,130,228,0,3,47,34,150,89,3.2,2.6,4,0,3,3,3,3,100,100,1,0,1,0,100,NA,6,3,1,2,0,0,1,2
"9/1/2016","Tennessee","Appalachian State",1,16,15,29,23,55.2,65.2,192,108,1,1,43,43,127,184,3,4.3,1,1,2,1,2,2,100,50,2,0,2,1,100,0,8,1,1,0,1,1,2,1
"9/1/2016","Vanderbilt","South Carolina",0,8,16,23,30,34.8,53.3,73,187,0,0,42,32,169,121,4,3.8,1,1,1,1,1,1,100,100,1,2,2,2,50,100,4,7,0,2,0,0,0,2
"9/1/2016","Wake Forest","Tulane",1,12,12,21,23,57.1,52.2,96,134,0,0,34,47,79,146,2.3,3.1,1,0,1,0,1,0,100,NA,0,1,0,2,NA,50,1,3,0,1,0,0,0,1
"9/1/2016","Western Kentucky","Rice",1,26,23,35,38,74.3,60.5,552,186,3,0,30,33,97,105,3.2,3.2,2,2,5,2,5,2,100,100,3,0,4,0,75,NA,14,2,0,0,0,2,0,2
"9/9/2016","Florida International","Maryland",0,14,15,28,21,50,71.4,170,238,1,3,40,45,202,239,5.1,5.3,1,1,2,5,2,5,100,100,0,2,0,2,NA,100,2,11,0,0,1,0,1,0
"9/9/2016","Syracuse","Louisville",0,27,21,53,40,50.9,52.5,293,431,3,1,40,41,121,414,3,10.1,1,7,4,8,4,8,100,100,0,2,1,3,0,66.7,4,14,1,2,1,1,2,3
"9/4/2016","Texas","Notre Dame",1,16,17,27,30,59.3,56.7,280,238,2,5,59,46,237,206,4,4.5,5,1,5,6,6,6,83.3,100,1,1,1,2,100,50,8,9,0,0,1,0,1,0
