"Date","Home","Away","HomeWins","HPassCmp","APassCmp","HPassAtt","APassAtt","HPassPct","APassPct","HPassYds","APassYds","HPassTD","APassTD","HRushAtt","ARushAtt","HRushYds","ARushYds","HRushAvg","ARushAvg","HRushTD","ARushTD","HXPM","AXPM","HXPA","AXPA","HXPPercent","AXPPercent","HFGM","AFGM","HFGA","AFGA","HFGPercent","AFGPercent","HKickPts","AKickPts","HFum","AFum","HInt","AInt","HTotalTO","ATotalTO"
"9/2/2017","Georgia","Appalachian State",1,11,21,20,32,55,65.6,147,148,1,0,44,32,221,136,5,4.3,3,1,4,1,4,1,100,100,1,1,1,1,100,100,7,4,0,0,2,0,2,0
"9/2/2017","Illinois","Ball State",1,10,21,19,34,52.6,61.8,145,204,1,1,30,51,71,171,2.4,3.4,2,2,1,3,1,3,100,100,1,0,2,1,50,0,4,3,0,1,1,1,1,2
"9/2/2017","Iowa","Wyoming",1,8,23,15,40,53.3,57.5,125,174,3,0,41,30,138,59,3.4,2,0,0,3,0,3,0,100,NA,1,1,1,2,100,50,6,3,3,0,1,2,4,2
"9/2/2017","Marshall","Miami (OH)",1,20,23,30,44,66.7,52.3,208,298,1,2,25,42,59,131,2.4,3.1,0,1,4,2,4,2,100,100,1,2,1,2,100,100,7,8,1,1,1,1,2,2
"9/2/2017","Michigan State","Bowling Green State",1,22,10,36,31,61.1,32.3,250,145,3,0,46,24,215,67,4.7,2.8,1,0,5,1,5,1,100,100,0,1,0,1,NA,100,5,4,3,0,0,1,3,1
"9/2/2017","Middle Tennessee State","Vanderbilt",0,18,20,31,28,58.1,71.4,166,296,1,3,26,35,64,76,2.5,2.2,0,1,0,4,1,4,0,100,0,0,0,1,NA,0,0,4,0,0,1,0,1,0
"9/2/2017","Nebraska","Arkansas State",1,19,46,32,68,59.4,67.6,238,415,2,3,38,21,225,82,5.9,3.9,2,0,5,4,5,4,100,100,2,2,2,2,100,100,11,10,0,0,0,2,0,2
"9/2/2017","North Carolina","California",0,25,24,44,38,56.8,63.2,221,363,1,4,45,35,219,106,4.9,3,3,1,3,5,3,5,100,100,1,0,2,1,50,0,6,5,1,0,2,2,3,2
"9/2/2017","Northwestern","Nevada",1,28,16,38,37,73.7,43.2,352,199,2,2,50,26,156,142,3.1,5.5,2,0,4,2,4,2,100,100,1,2,2,2,50,100,7,8,1,1,1,1,2,2
"9/2/2017","Notre Dame","Temple",1,17,19,30,35,56.7,54.3,184,245,2,2,44,37,422,85,9.6,2.3,5,0,7,1,7,1,100,100,0,1,2,2,0,50,7,4,0,1,1,0,1,1
"9/2/2017","Penn State","Akron",1,21,14,31,29,67.7,48.3,322,86,2,0,34,34,247,73,7.3,2.1,4,0,7,0,7,0,100,NA,1,0,2,0,50,NA,10,0,0,0,1,1,1,1
"9/2/2017","Southern Mississippi","Kentucky",0,22,11,40,20,55,55,309,176,2,1,38,35,55,78,1.4,2.2,0,1,2,3,2,3,100,100,1,1,1,1,100,100,5,6,3,1,0,0,3,1
"9/2/2017","Texas","Maryland",0,34,12,53,15,64.2,80,375,219,2,2,31,43,98,263,3.2,6.1,1,4,5,6,5,6,100,100,0,1,2,3,0,33.3,5,9,1,0,1,1,2,1
"9/9/2017","Arizona State","San Diego State",0,20,9,33,18,60.6,50,298,73,2,1,31,43,44,279,1.4,6.5,1,1,2,3,2,3,100,100,0,3,0,3,NA,100,2,12,1,0,0,0,1,0
"9/9/2017","Arkansas","Texas Christian",0,9,21,23,31,39.1,67.7,138,166,1,0,31,42,129,195,4.2,4.6,0,4,1,4,1,4,100,100,0,0,2,0,0,NA,1,4,1,1,0,1,1,2
"9/9/2017","Army","Buffalo",1,2,9,8,16,25,56.3,17,193,0,1,66,23,322,119,4.9,5.2,3,1,3,2,3,2,100,100,0,1,1,1,0,100,3,5,0,2,0,0,0,2
"9/9/2017","Boston College","Wake Forest",0,18,13,41,19,43.9,68.4,163,151,1,1,41,52,142,158,3.5,3,0,2,1,4,1,4,100,100,1,2,1,2,100,100,4,10,1,0,3,0,4,0
"9/9/2017","Clemson","Auburn",1,20,13,31,24,64.5,54.2,185,79,0,0,36,42,96,38,2.7,0.9,2,0,2,0,2,0,100,NA,0,2,1,2,0,100,2,6,2,0,0,0,2,0
"9/9/2017","Colorado","Texas State",1,23,8,36,18,63.9,44.4,339,127,1,0,39,47,94,156,2.4,3.3,2,0,4,0,4,0,100,NA,3,1,3,2,100,50,13,3,0,1,0,1,0,2
"9/9/2017","Duke","Northwestern",1,29,14,45,33,64.4,42.4,305,169,2,1,59,21,233,22,3.9,1,3,1,5,2,5,2,100,100,2,1,2,1,100,100,11,5,1,1,1,2,2,3
"9/9/2017","Illinois","Western Kentucky",1,14,28,25,43,56,65.1,107,238,0,0,50,16,193,6,3.9,0.4,1,1,2,1,2,1,100,100,2,0,2,0,100,NA,8,1,0,1,1,1,1,2
"9/9/2017","Iowa State","Iowa",0,25,27,46,41,54.3,65.9,347,333,4,5,26,41,120,164,4.6,4,1,1,5,5,5,5,100,100,2,1,2,1,100,100,11,8,0,0,1,0,1,0
"9/9/2017","Kansas","Central Michigan",0,32,28,62,37,51.6,75.7,323,467,0,5,34,35,147,123,4.3,3.5,3,1,3,6,3,6,100,100,2,1,3,1,66.7,100,9,9,0,1,2,0,2,1
"9/9/2017","Kansas State","Charlotte",1,17,10,23,25,73.9,40,189,58,0,0,51,28,304,110,6,3.9,5,1,7,1,7,1,100,100,2,0,2,0,100,NA,13,1,0,1,0,2,0,3
"9/9/2017","Louisiana Tech","Mississippi State",0,13,13,30,20,43.3,65,163,132,1,3,50,40,152,327,3,8.2,1,3,1,6,2,8,50,75,2,1,2,1,100,100,7,9,2,0,1,1,3,1
"9/9/2017","Michigan","Cincinnati",1,17,15,29,40,58.6,37.5,221,132,2,1,37,30,193,68,5.2,2.3,0,1,4,2,4,2,100,100,2,0,2,1,100,0,10,2,2,0,0,2,2,2
"9/9/2017","Michigan State","Western Michigan",1,13,12,21,27,61.9,44.4,161,79,1,0,49,36,296,116,6,3.2,3,0,4,2,4,2,100,100,0,0,0,0,NA,NA,4,2,1,0,1,1,2,1
"9/9/2017","Missouri","South Carolina",0,14,18,32,28,43.8,64.3,245,187,1,1,37,40,178,172,4.8,4.3,0,2,1,4,1,4,100,100,2,1,3,2,66.7,50,7,7,1,0,2,0,3,0
"9/9/2017","Navy","Tulane",1,4,8,12,13,33.3,61.5,132,71,1,0,52,46,194,191,3.7,4.2,1,2,3,1,3,2,100,50,0,0,0,0,NA,NA,3,1,1,0,1,0,2,0
"9/9/2017","Nevada","Toledo",0,19,19,37,27,51.4,70.4,277,232,2,2,24,60,109,194,4.5,3.2,1,2,3,4,3,4,100,100,1,3,1,4,100,75,6,13,1,0,1,0,2,0
"9/9/2017","New Mexico","New Mexico State",0,20,34,38,57,52.6,59.6,254,401,2,4,37,25,176,104,4.8,4.2,1,0,0,3,0,3,NA,100,2,1,2,1,100,100,6,6,2,1,2,1,4,2
"9/9/2017","North Carolina","Louisville",0,29,25,38,39,76.3,64.1,384,393,3,3,23,44,17,312,0.7,7.1,1,3,5,5,5,5,100,100,0,2,0,2,NA,100,5,11,0,0,0,0,0,0
"9/9/2017","North Carolina State","Marshall",1,29,26,36,43,80.6,60.5,341,350,3,2,33,25,144,101,4.4,4,2,0,4,2,5,2,80,100,1,2,1,3,100,66.7,7,8,0,1,0,1,0,2
"9/9/2017","Notre Dame","Georgia",0,20,16,40,29,50,55.2,210,141,0,1,37,43,55,185,1.5,4.3,1,1,1,2,1,2,100,100,4,2,4,3,100,66.7,13,8,2,1,0,1,2,2
"9/9/2017","Ohio State","Oklahoma",0,19,27,35,35,54.3,77.1,183,386,0,3,34,37,167,104,4.9,2.8,1,1,1,3,1,3,100,100,3,1,3,2,100,50,10,6,0,2,1,0,1,2
"9/9/2017","Oregon","Nebraska",1,25,19,33,41,75.8,46.3,365,252,3,3,44,29,201,109,4.6,3.8,3,2,6,5,6,5,100,100,0,0,1,0,0,NA,6,5,1,0,1,4,2,4
"9/9/2017","Rutgers","Eastern Michigan",0,17,19,38,37,44.7,51.4,198,260,0,1,30,35,128,114,4.3,3.3,1,0,1,1,1,1,100,100,2,3,2,4,100,75,7,10,0,1,2,0,2,1
"9/9/2017","Syracuse","Middle Tennessee State",0,27,22,44,36,61.4,61.1,182,269,0,3,49,33,126,94,2.6,2.8,2,1,2,4,2,4,100,100,3,0,4,0,75,NA,11,4,1,2,1,1,2,3
"9/9/2017","Tulsa","Louisiana",1,14,21,20,34,70,61.8,243,309,1,2,72,41,424,287,5.9,7,8,4,9,3,9,5,100,60,1,1,1,1,100,100,12,6,1,0,0,2,1,2
"9/9/2017","Virginia","Indiana",0,39,19,66,30,59.1,63.3,259,197,1,2,25,41,55,111,2.2,2.7,1,1,2,4,2,4,100,100,1,2,1,2,100,100,5,10,0,0,0,1,0,1
"9/16/2017","Duke","Baylor",1,20,12,35,34,57.1,35.3,184,263,0,3,51,27,246,57,4.8,2.1,3,0,4,2,4,3,100,66.7,2,0,3,0,66.7,NA,10,2,1,1,1,3,2,4
"9/16/2017","East Carolina","Virginia Tech",0,11,25,30,33,36.7,75.8,241,388,2,5,31,62,40,287,1.3,4.6,0,3,2,7,2,7,100,100,1,3,2,3,50,100,5,16,2,0,1,0,3,0
"9/16/2017","Iowa","North Texas",1,16,18,27,29,59.3,62.1,197,193,2,1,59,17,238,112,4,6.6,2,1,4,2,4,2,100,100,1,0,1,1,100,0,7,2,2,1,0,1,2,2
"9/16/2017","Louisville","Clemson",0,21,23,42,33,50,69.7,317,316,3,1,27,48,116,297,4.3,6.2,0,4,3,5,3,6,100,83.3,0,2,0,3,NA,66.7,3,11,0,0,1,0,1,0
"9/16/2017","Marshall","Kent State",1,23,7,43,17,53.5,41.2,223,117,1,0,33,44,158,142,4.8,3.2,2,0,3,0,3,0,100,NA,0,0,0,1,NA,0,3,0,0,0,1,1,1,1
"9/16/2017","Miami (OH)","Cincinnati",0,16,24,31,43,51.6,55.8,221,222,1,1,32,35,70,139,2.2,4,1,0,2,1,2,1,100,100,1,2,1,3,100,66.7,5,7,0,0,1,2,1,2
"9/16/2017","Minnesota","Middle Tennessee State",1,11,25,18,42,61.1,59.5,122,184,0,0,47,15,221,46,4.7,3.1,3,0,4,0,4,0,100,NA,2,1,2,1,100,100,10,3,0,0,0,2,0,2
"9/16/2017","Missouri","Purdue",0,12,26,28,34,42.9,76.5,133,272,0,2,24,50,70,205,2.9,4.1,0,3,0,5,0,5,NA,100,1,0,1,2,100,0,3,5,1,0,2,1,3,1
"9/16/2017","Nebraska","Northern Illinois",0,25,15,47,23,53.2,65.2,299,128,0,0,36,27,85,108,2.4,4,2,1,2,3,2,3,100,100,1,0,2,1,50,0,5,3,0,1,3,0,3,1
"9/16/2017","New Mexico State","Troy",0,32,25,45,40,71.1,62.5,331,286,3,1,16,37,75,192,4.7,5.2,0,3,1,3,2,4,50,75,1,0,1,1,100,0,4,3,0,0,0,0,0,0
"9/16/2017","Northwestern","Bowling Green State",1,24,27,31,44,77.4,61.4,375,256,2,0,43,30,303,96,7,3.2,5,1,7,1,7,1,100,100,0,0,0,0,NA,NA,7,1,2,1,0,0,2,1
"9/16/2017","Ohio","Kansas",1,16,30,22,47,72.7,63.8,254,343,3,2,41,32,196,108,4.8,3.4,2,2,4,3,4,3,100,100,2,1,2,1,100,100,10,6,0,0,1,1,1,1
"9/16/2017","Ohio State","Army",1,29,2,37,8,78.4,25,316,19,2,0,32,58,270,259,8.4,4.5,3,1,5,1,5,1,100,100,1,0,1,1,100,0,8,1,0,1,0,0,0,1
"9/16/2017","Oklahoma","Tulane",1,20,6,30,12,66.7,50,434,54,5,0,32,62,197,237,6.2,3.8,2,2,8,2,8,2,100,100,0,0,0,0,NA,NA,8,2,2,1,0,1,2,2
"9/16/2017","Old Dominion","North Carolina",0,14,16,32,26,43.8,61.5,214,259,2,1,33,50,102,252,3.1,5,0,6,2,6,2,6,100,100,1,1,2,1,50,100,5,9,2,1,1,0,3,1
"9/16/2017","San Diego State","Stanford",1,21,10,29,21,72.4,47.6,187,80,1,0,48,22,172,174,3.6,7.9,1,2,2,2,2,2,100,100,2,1,3,1,66.7,100,8,5,0,1,0,2,0,3
"9/16/2017","South Carolina","Kentucky",0,24,16,37,26,64.9,61.5,304,169,2,0,20,47,54,184,2.7,3.9,0,2,1,2,2,2,50,100,0,3,3,3,0,100,1,11,0,1,2,1,2,2
"9/16/2017","Syracuse","Central Michigan",1,19,23,35,46,54.3,50,279,277,2,2,44,34,300,105,6.8,3.1,2,0,5,2,5,2,100,100,2,1,2,1,100,100,11,5,2,1,1,2,3,3
"9/16/2017","Texas A&M","Louisiana",1,21,28,34,44,61.8,63.6,301,216,3,2,40,29,179,93,4.5,3.2,2,1,6,3,6,3,100,100,1,0,2,0,50,NA,9,3,1,2,1,3,2,5
"9/16/2017","Texas State","Appalachian State",0,23,17,35,28,65.7,60.7,260,167,1,1,37,29,125,116,3.4,4,0,1,1,2,1,2,100,100,2,2,3,2,66.7,100,7,8,0,1,1,0,1,1
"9/16/2017","Toledo","Tulsa",1,22,12,33,20,66.7,60,458,125,6,0,33,68,221,423,6.7,6.2,1,6,5,6,6,7,83.3,85.7,1,1,1,1,100,100,8,9,0,0,1,0,1,0
"9/16/2017","Vanderbilt","Kansas State",1,14,10,23,28,60.9,35.7,205,76,1,0,32,35,65,201,2,5.7,1,1,2,1,2,1,100,100,0,0,0,1,NA,0,2,1,1,0,0,2,1,2
"9/16/2017","Wake Forest","Utah State",1,16,15,27,37,59.3,40.5,297,225,2,1,59,31,291,42,4.9,1.4,3,0,5,1,5,1,100,100,3,1,3,1,100,100,14,4,0,0,0,1,0,1
"9/16/2017","Washington","Fresno State",1,25,21,28,36,89.3,58.3,328,194,4,1,30,31,92,119,3.1,3.8,2,0,6,1,7,1,85.7,100,0,3,0,4,NA,75,6,10,2,0,0,1,2,1
"9/16/2017","Western Kentucky","Louisiana Tech",0,25,22,35,39,71.4,56.4,226,306,0,1,41,30,141,122,3.4,4.1,3,1,2,2,2,2,100,100,0,3,1,3,0,100,2,11,0,0,0,1,0,1
"9/16/2017","Western Michigan","Idaho",1,21,16,31,26,67.7,61.5,212,229,1,3,42,34,135,170,3.2,5,3,1,2,4,3,4,66.7,100,3,0,3,0,100,NA,11,4,1,2,0,1,1,3
"9/16/2017","Wyoming","Oregon",0,10,18,25,30,40,60,66,251,0,1,32,65,117,307,3.7,4.7,1,6,1,7,1,7,100,100,2,0,2,0,100,NA,7,7,1,2,1,1,2,3
"9/15/2017","South Florida","Illinois",1,17,20,32,40,53.1,50,304,287,4,1,66,15,376,67,5.7,4.5,2,2,5,1,6,1,83.3,100,2,0,3,0,66.7,NA,11,1,0,0,1,3,1,3
"9/14/2017","Boise State","New Mexico",1,15,8,19,16,78.9,50,137,79,2,1,32,51,127,198,4,3.9,2,1,4,2,4,2,100,100,0,0,0,1,NA,0,4,2,0,1,0,1,0,2
"9/9/2017","Alabama","Fresno State",1,20,26,27,41,74.1,63.4,192,216,2,1,39,21,305,71,7.8,3.4,3,0,5,1,5,1,100,100,2,1,2,1,100,100,11,4,0,0,0,1,0,1
"9/23/2017","Houston","Texas Tech",0,32,29,52,45,61.5,64.4,317,321,2,2,31,33,110,200,3.5,6.1,1,1,3,3,3,3,100,100,1,2,1,4,100,50,6,9,3,0,2,1,5,1
"9/23/2017","Indiana","Georgia Southern",1,11,7,22,16,50,43.8,185,133,2,2,47,54,282,242,6,4.5,3,0,7,2,7,2,100,100,1,1,1,1,100,100,10,5,0,3,0,0,0,3
"9/23/2017","Iowa","Penn State",0,13,31,22,48,59.1,64.6,191,284,2,1,23,51,82,295,3.6,5.8,1,1,1,1,1,1,100,100,0,2,1,4,0,50,1,7,1,1,0,1,1,2
"9/23/2017","Kansas","West Virginia",0,17,25,34,39,50,64.1,197,347,1,2,50,43,367,288,7.3,6.7,3,5,4,8,4,8,100,100,2,0,2,0,100,NA,10,8,1,0,2,1,3,1
"9/23/2017","Louisville","Kent State",1,23,2,30,5,76.7,40,374,11,2,0,27,54,165,139,6.1,2.6,3,0,6,0,6,0,100,NA,0,1,0,1,NA,100,6,3,2,2,2,1,4,3
"9/23/2017","Middle Tennessee State","Bowling Green State",1,24,21,32,35,75,60,290,283,2,1,43,29,243,41,5.7,1.4,1,0,3,1,3,1,100,100,1,2,1,2,100,100,6,7,2,0,1,0,3,0
"9/23/2017","Missouri","Auburn",0,23,16,39,21,59,76.2,216,219,2,1,30,53,124,263,4.1,5,0,5,2,6,2,6,100,100,0,3,0,3,NA,100,2,15,3,0,1,0,4,0
"9/23/2017","Nebraska","Rutgers",1,13,15,26,29,50,51.7,109,126,2,0,47,24,197,68,4.2,2.8,1,1,3,2,3,2,100,100,2,1,2,1,100,100,9,5,0,0,2,2,2,2
"9/23/2017","North Carolina","Duke",0,17,18,32,34,53.1,52.9,259,202,1,1,33,45,118,186,3.6,4.1,1,1,2,3,2,3,100,100,1,2,1,3,100,66.7,5,9,0,0,1,0,1,0
"9/23/2017","Oklahoma State","Texas Christian",0,22,22,42,33,52.4,66.7,398,228,2,1,31,52,101,238,3.3,4.6,2,4,4,5,4,5,100,100,1,3,1,3,100,100,7,14,1,0,3,1,4,1
"9/23/2017","Purdue","Michigan",0,13,21,30,31,43.3,67.7,159,284,1,1,20,44,30,139,1.5,3.2,0,3,1,4,1,4,100,100,1,0,1,0,100,NA,4,4,1,1,0,1,1,2
"9/23/2017","South Alabama","Idaho",0,11,23,26,39,42.3,59,106,273,0,1,48,37,244,146,5.1,3.9,2,2,2,2,2,2,100,100,3,3,4,3,75,100,11,11,0,2,1,0,1,2
"9/23/2017","South Carolina","Louisiana Tech",1,22,23,35,33,62.9,69.7,295,281,1,1,31,28,154,80,5,2.9,1,0,2,1,2,1,100,100,1,3,3,4,33.3,75,5,10,1,0,1,1,2,1
"9/23/2017","Stanford","UCLA",1,16,40,24,60,66.7,66.7,148,480,2,3,45,15,405,115,9,7.7,5,1,7,4,7,4,100,100,3,2,3,3,100,66.7,16,10,1,2,0,2,1,4
"9/23/2017","Troy","Akron",1,28,20,42,40,66.7,50,314,268,1,1,28,35,181,99,6.5,2.8,2,1,1,2,2,2,50,100,1,1,2,2,50,50,4,5,1,1,0,2,1,3
"9/23/2017","Tulane","Army",1,10,0,22,5,45.5,0,103,0,0,0,30,69,253,371,8.4,5.4,3,2,3,2,3,2,100,100,0,1,0,1,NA,100,3,5,0,1,0,2,0,3
"9/23/2017","Tulsa","New Mexico",0,13,9,27,14,48.1,64.3,131,108,0,0,31,59,155,338,5,5.7,1,1,1,1,1,1,100,100,2,3,2,3,100,100,7,10,0,2,1,1,1,3
"9/23/2017","Vanderbilt","Alabama",0,7,17,22,27,31.8,63,38,181,0,2,16,66,40,496,2.5,7.5,0,6,0,8,0,8,NA,100,0,1,0,1,NA,100,0,11,1,0,1,0,2,0
"9/23/2017","Virginia Tech","Old Dominion",1,21,8,32,26,65.6,30.8,311,85,3,0,57,24,271,64,4.8,2.7,2,0,5,0,5,0,100,NA,1,0,2,0,50,NA,8,0,0,0,1,1,1,1
"9/23/2017","Washington State","Nevada",1,38,14,50,30,76,46.7,505,105,5,0,34,24,55,46,1.6,1.9,1,1,6,1,6,1,100,100,1,0,1,0,100,NA,9,1,1,0,1,3,2,3
"9/23/2017","Western Kentucky","Ball State",1,28,18,44,36,63.6,50,319,267,1,0,30,31,52,107,1.7,3.5,2,3,3,3,3,3,100,100,2,0,2,0,100,NA,9,3,0,1,2,2,2,3
"9/23/2017","Wyoming","Hawaii",1,9,29,19,40,47.4,72.5,92,280,1,1,29,38,177,170,6.1,4.5,2,2,4,3,4,3,100,100,0,0,1,0,0,NA,4,3,0,0,0,2,0,2
"9/22/2017","Arizona","Utah",0,24,17,42,28,57.1,60.7,248,229,1,1,42,38,200,112,4.8,2.9,2,1,3,3,3,3,100,100,1,3,3,3,33.3,100,6,12,2,2,3,0,5,2
"9/22/2017","Boise State","Virginia",0,28,19,53,29,52.8,65.5,353,273,1,3,24,40,30,167,1.3,4.2,2,3,3,6,3,6,100,100,0,0,0,0,NA,NA,3,6,0,0,1,0,1,0
"9/21/2017","South Florida","Temple",1,8,7,20,25,40,28,96,89,0,0,63,33,312,-4,5,-0.1,4,0,4,1,4,1,100,100,5,0,5,0,100,NA,19,1,2,2,0,4,2,6
"9/16/2017","Akron","Iowa State",0,27,24,44,33,61.4,72.7,293,317,2,2,24,37,38,191,1.6,5.2,0,3,2,5,2,5,100,100,0,2,0,3,NA,66.7,2,11,1,0,2,0,3,0
"9/16/2017","Boston College","Notre Dame",0,24,11,41,27,58.5,40.7,215,96,2,0,44,51,185,515,4.2,10.1,0,7,2,7,2,7,100,100,2,0,2,0,100,NA,8,7,1,1,2,1,3,2
"9/30/2017","Minnesota","Maryland",0,13,18,26,28,50,64.3,229,154,1,2,31,47,80,262,2.6,5.6,2,2,3,4,3,4,100,100,1,1,2,1,50,100,6,7,0,0,2,0,2,0
"9/30/2017","North Carolina State","Syracuse",1,21,30,34,48,61.8,62.5,206,385,1,1,47,30,256,59,5.4,2,3,2,3,2,4,2,75,100,2,1,3,2,66.7,50,9,5,0,0,0,1,0,1
"9/30/2017","Notre Dame","Miami (OH)",1,10,19,23,37,43.5,51.4,170,262,3,2,39,33,333,115,8.5,3.5,4,0,7,2,7,2,100,100,1,1,2,1,50,100,10,5,0,1,0,1,0,2
"9/30/2017","Oregon","California",1,17,23,22,43,77.3,53.5,131,255,1,3,56,29,328,8,5.9,0.3,5,0,6,3,6,3,100,100,1,1,1,1,100,100,9,6,0,2,1,0,1,2
"9/30/2017","Oregon State","Washington",0,11,26,22,34,50,76.5,74,293,0,3,28,41,110,216,3.9,5.3,1,3,1,6,1,6,100,100,0,0,0,1,NA,0,1,6,2,0,0,1,2,1
"9/30/2017","Rutgers","Ohio State",0,11,20,27,31,40.7,64.5,92,353,0,4,41,36,117,278,2.9,7.7,0,4,0,8,0,8,NA,100,0,0,1,0,0,NA,0,8,0,0,2,0,2,0
"9/30/2017","Stanford","Arizona State",1,15,16,24,25,62.5,64,173,195,1,1,32,46,334,214,10.4,4.7,3,2,4,3,4,3,100,100,2,1,2,2,100,50,10,6,1,0,0,2,1,2
"9/30/2017","Tennessee","Georgia",0,11,7,23,17,47.8,41.2,80,84,0,1,29,55,62,294,2.1,5.3,0,4,0,5,0,5,NA,100,0,2,0,2,NA,100,0,11,2,0,2,1,4,1
"9/30/2017","Texas A&M","South Carolina",1,19,17,27,30,70.4,56.7,159,256,0,2,49,26,237,23,4.8,0.9,3,0,3,2,3,2,100,100,1,1,1,2,100,50,6,5,1,1,0,0,1,1
"9/30/2017","UCLA","Colorado",1,28,17,45,38,62.2,44.7,372,243,1,1,35,38,95,191,2.7,5,2,1,3,2,3,2,100,100,2,3,2,3,100,100,9,11,0,0,1,0,1,0
"9/30/2017","Virginia Tech","Clemson",0,30,12,45,21,66.7,57.1,252,186,1,1,28,43,90,146,3.2,3.4,1,2,2,4,2,4,100,100,1,1,2,2,50,50,5,7,1,0,2,0,3,0
"9/30/2017","Western Michigan","Ball State",1,15,23,21,43,71.4,53.5,245,175,3,0,43,30,169,63,3.9,2.1,3,0,7,0,7,0,100,NA,2,1,2,2,100,50,13,3,0,1,0,1,0,2
"9/30/2017","Wisconsin","Northwestern",1,11,29,20,45,55,64.4,197,219,1,3,37,34,109,25,2.9,0.7,2,0,4,3,4,3,100,100,1,1,1,1,100,100,7,6,1,0,2,2,3,2
"9/30/2017","Wyoming","Texas State",1,15,11,26,23,57.7,47.8,249,127,3,1,35,52,84,135,2.4,2.6,0,0,6,1,6,1,100,100,1,1,1,3,100,33.3,9,4,1,1,0,1,1,2
"9/29/2017","Utah State","Brigham Young",1,16,12,30,29,53.3,41.4,176,186,2,2,44,46,112,210,2.5,4.6,1,0,4,3,4,3,100,100,2,1,3,1,66.7,100,10,6,0,3,1,4,1,7
"9/28/2017","Iowa State","Texas",0,24,19,49,26,49,73.1,246,171,1,1,15,52,10,141,0.7,2.7,0,1,1,2,1,2,100,100,0,1,0,1,NA,100,1,5,0,1,3,1,3,2
"9/23/2017","Appalachian State","Wake Forest",0,26,14,52,27,50,51.9,372,176,2,2,35,40,122,168,3.5,4.2,0,0,1,2,2,2,50,100,2,2,4,2,50,100,7,8,0,0,0,0,0,0
"9/23/2017","Arizona State","Oregon",1,24,19,39,35,61.5,54.3,347,281,1,3,53,30,142,120,2.7,4,3,2,4,5,4,5,100,100,3,0,3,0,100,NA,13,5,1,1,0,0,1,1
"9/23/2017","Baylor","Oklahoma",0,33,13,50,19,66,68.4,463,283,4,3,35,40,60,342,1.7,8.6,0,4,3,7,3,7,100,100,4,0,5,0,80,NA,15,7,1,1,0,0,1,1
"9/23/2017","Buffalo","Florida Atlantic",1,18,17,27,29,66.7,58.6,254,150,1,0,57,37,204,262,3.6,7.1,3,4,4,4,4,4,100,100,2,1,2,1,100,100,10,7,0,0,0,1,0,1
"9/23/2017","Central Michigan","Miami (OH)",0,20,11,39,19,51.3,57.9,228,217,1,2,38,40,117,177,3.1,4.4,1,2,2,4,2,4,100,100,0,1,1,2,0,50,2,7,0,0,2,0,2,0
"9/23/2017","Clemson","Boston College",1,17,15,26,32,65.4,46.9,140,141,0,0,58,34,342,97,5.9,2.9,5,1,4,1,5,1,80,100,0,0,0,1,NA,0,4,1,0,0,2,2,2,2
"9/23/2017","Colorado","Washington",0,22,11,30,21,73.3,52.4,191,160,0,1,42,39,131,254,3.1,6.5,1,3,1,4,1,5,100,80,1,1,1,3,100,33.3,4,7,0,0,3,1,3,1
"9/23/2017","Georgia","Mississippi State",1,9,15,12,33,75,45.5,201,103,2,0,42,37,203,177,4.8,4.8,2,0,4,0,4,0,100,NA,1,1,1,1,100,100,7,3,1,0,0,2,1,2
"10/7/2017","Nevada","Hawaii",1,26,18,34,27,76.5,66.7,298,229,4,2,38,35,268,248,7.1,7.1,1,1,5,3,5,3,100,100,0,0,1,0,0,NA,5,3,0,1,1,1,1,2
"10/7/2017","North Carolina","Notre Dame",0,19,17,42,31,45.2,54.8,179,146,1,1,28,57,86,341,3.1,6,0,3,1,4,1,4,100,100,1,1,1,1,100,100,4,7,2,0,1,2,3,2
"10/7/2017","Ohio","Central Michigan",0,17,25,31,35,54.8,71.4,160,249,0,2,39,30,190,69,4.9,2.3,3,1,3,2,3,3,100,66.7,0,0,1,0,0,NA,3,2,3,0,1,1,4,1
"10/7/2017","Oklahoma","Iowa State",0,25,20,34,27,73.5,74.1,323,368,2,3,35,32,190,81,5.4,2.5,2,1,4,3,4,3,100,100,1,3,2,3,50,100,7,12,1,0,0,0,1,0
"10/7/2017","Oregon","Washington State",0,15,24,27,42,55.6,57.1,145,282,1,3,45,25,132,87,2.9,3.5,0,0,1,3,1,3,100,100,1,4,1,4,100,100,4,15,1,2,2,0,3,2
"10/7/2017","Purdue","Minnesota",1,25,11,36,25,69.4,44,307,101,2,2,29,47,132,227,4.6,4.8,1,0,2,2,3,2,66.7,100,1,1,2,1,50,100,5,5,2,1,2,1,4,2
"10/7/2017","Rice","Army",0,9,1,21,3,42.9,33.3,146,9,1,0,37,65,200,418,5.4,6.4,1,6,0,7,1,7,0,100,0,0,0,0,NA,NA,0,7,5,0,1,1,6,1
"10/7/2017","Texas","Kansas State",1,30,14,51,23,58.8,60.9,380,254,2,2,40,39,166,140,4.2,3.6,3,2,4,4,4,4,100,100,2,2,4,3,50,66.7,10,10,0,0,1,1,1,1
"10/7/2017","Texas A&M","Alabama",0,19,13,29,22,65.5,59.1,237,123,1,1,40,44,71,232,1.8,5.3,1,2,1,3,1,3,100,100,1,2,1,3,100,66.7,4,9,2,1,1,0,3,1
